MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368284050,2023-01-01T00:03:25,28.94837,-95.32828,0.0,207.9,321.0,BRONCO,IMO1327838,WDN4770,57.0,0.0,23.0,11.0,0.0,57.0,A
367368850,2023-01-01T00:07:56,29.9221,-89.95825,6.2,93.9,511.0,MELISSA LEE,,WDE5584,31.0,0.0,21.0,7.0,,31.0,A
367627450,2023-01-01T00:05:51,25.76474,-80.14383,102.3,360.0,158.0,GEORGE T MORAN,IMO9764116,WDH5386,31.0,0.0,28.0,11.0,3.3,52.0,A
367434610,2023-01-01T00:16:57,40.09188,-80.72236,0.1,273.0,225.0,D A GRIMM,,WDF3023,31.0,0.0,35.0,8.0,,52.0,A
477767800,2023-01-01T00:15:28,48.66313,-126.05986,3.2,302.1,291.0,GOLDEN MAGNUM,IMO9494230,VRML3,70.0,0.0,292.0,45.0,18.2,70.0,A
338467467,2023-01-01T00:16:57,24.56291,-81.80072,0.0,360.0,511.0,RECORD YEAR,IMO0000000,,37.0,,26.0,7.0,,,B
367426860,2023-01-01T00:04:17,40.6364,-80.47017,0.0,155.7,316.0,PAULA RUBLE,,WDF2276,31.0,12.0,40.0,10.0,,31.0,A
367382320,2023-01-01T00:18:33,29.64648,-93.143,0.0,157.7,287.0,ODYSSEA CHAMPION,IMO9535060,WDE6600,90.0,0.0,58.0,12.0,4.0,60.0,A
338301928,2023-01-01T00:13:51,26.83226,-80.06166,0.3,105.8,511.0,ANOMALY,IMO0000000,,36.0,,12.0,7.0,,,B
367680660,2023-01-01T00:00:03,27.92832,-82.42655,0.0,0.0,511.0,RAVEN,IMO8856285,WDI2683,30.0,15.0,23.0,6.0,,0.0,A
368076810,2023-01-01T00:01:36,27.51081,-82.55844,0.0,360.0,511.0,REEL NIRWANA II,IMO0000000,WDK6663,37.0,,13.0,5.0,,,B
367691010,2023-01-01T00:00:02,41.64832,-70.27547,6.1,167.8,170.0,WOODS HOLE,IMO9792931,WDI3700,60.0,0.0,71.0,,,60.0,A
367728850,2023-01-01T00:18:15,41.80345,-73.94882,0.0,128.6,191.0,GRACIE M REINAUER,IMO9804605,WDI7449,31.0,0.0,35.0,,,57.0,A
368213390,2023-01-01T00:08:52,27.66589,-80.37215,0.0,38.8,511.0,SIRIUS,IMO0000000,WDM5184,36.0,,12.0,4.0,,,B
368074250,2023-01-01T00:01:08,47.62834,-122.39053,0.0,339.5,92.0,PLANE TO SEA,IMO0000000,WDK6408,37.0,,16.0,4.0,,,B
366984960,2023-01-01T00:14:56,39.97526,-90.51259,0.0,343.4,164.0,PROSPERITY,,WDB9911,31.0,12.0,47.0,12.0,,57.0,A
367321680,2023-01-01T00:09:05,30.72483,-88.05849,0.0,40.9,511.0,BEN R JOHNSON,,WDE2189,31.0,,17.0,6.0,,,B
367797190,2023-01-01T00:15:15,25.79554,-80.1458,0.0,232.1,511.0,UNPLUGGED,,WDJ6382,37.0,0.0,20.0,5.0,,37.0,A
538008166,2023-01-01T00:03:19,28.9017,-89.08026,12.4,59.3,60.0,SEA EAGLE,IMO9849045,V7A2034,80.0,0.0,183.0,32.0,11.4,80.0,A
338186056,2023-01-01T00:09:10,25.6994,-80.1699,0.0,187.4,511.0,THE THREE B'S,,,37.0,,17.0,,,,B
368276970,2023-01-01T00:12:34,34.92845,-90.24244,10.4,180.5,177.0,LARRY WALKER,,WDN3992,31.0,12.0,37.0,10.0,2.8,31.0,A
311000807,2023-01-01T00:04:28,23.8719,-82.3063,20.5,54.1,51.0,SCARLET LADY,IMO9804801,C6DX2,60.0,0.0,277.0,38.0,8.0,60.0,A
367456750,2023-01-01T00:11:58,29.54221,-90.88342,2.7,302.3,300.0,CAROLINE,,WDF4874,31.0,0.0,24.0,10.0,,57.0,A
367385690,2023-01-01T00:13:50,45.82276,-84.90912,8.3,92.5,92.0,PRENTISS BROWN,IMO7035547,WDE6848,31.0,0.0,34.0,9.0,5.4,90.0,A
367741770,2023-01-01T00:05:13,47.68218,-122.40653,0.0,360.0,511.0,IRISH MIST,,WDI8749,37.0,,,,,,B
338441589,2023-01-01T00:12:05,28.6273,-80.80613,0.2,258.4,511.0,CAMI ISLAND,IMO0000000,,36.0,,13.0,2.0,,,B
367584550,2023-01-01T00:01:49,29.24899,-89.35799,0.0,319.4,511.0,SAVAGE JOURNEY,,WDG9122,31.0,1.0,17.0,7.0,,57.0,A
368103470,2023-01-01T00:15:17,30.50036,-91.20049,0.0,265.4,511.0,CHARLES CUTHBERT,,WDK9413,31.0,0.0,20.0,8.0,2.8,31.0,A
368167210,2023-01-01T00:09:16,38.50593,-90.27243,0.0,0.0,12.0,SARAH ANNE JUDD,,WDL8184,57.0,12.0,348.0,33.0,0.0,57.0,A
367413040,2023-01-01T00:01:18,30.03543,-90.69608,0.0,219.2,511.0,MISS LESLIE II,,WCZ4524,60.0,15.0,12.0,4.0,,30.0,A
338926283,2023-01-01T00:08:42,42.93406,-78.90519,0.5,360.0,511.0,,,,0.0,15.0,0.0,0.0,0.0,0.0,A
367754820,2023-01-01T00:03:42,48.49283,-122.67983,0.0,100.0,511.0,SAUDADE,,WDJ2054,36.0,,12.0,,,,B
367015880,2023-01-01T00:16:12,40.64406,-74.11344,0.0,360.0,511.0,ROBERT IV,,WDC3892,31.0,0.0,16.0,6.0,,52.0,A
367503760,2023-01-01T00:05:43,30.04877,-90.59742,0.0,304.0,242.0,WES SELLARS,,WDF9302,31.0,12.0,26.0,9.0,,31.0,A
338450237,2023-01-01T00:05:25,40.54256,-74.14199,0.0,358.2,291.0,JILLY FISH,IMO0000000,,37.0,,16.0,5.0,,,B
338192797,2023-01-01T00:00:42,48.75477,-122.49314,0.0,360.0,511.0,STARLIGHT,IMO0000000,,37.0,,17.0,6.0,,,B
367003520,2023-01-01T00:05:37,29.78735,-95.08292,0.0,261.7,284.0,NATHAN P,IMO8968234,WDF2427,31.0,5.0,26.0,9.0,,57.0,A
367333920,2023-01-01T00:03:01,40.54472,-80.63727,4.1,329.7,331.0,MICHAEL T SOMALES,,WDH3368,31.0,1.0,34.0,9.0,,31.0,A
368286750,2023-01-01T00:04:37,30.20997,-91.31947,0.0,205.0,193.0,RESOLUTION,IMO0000072,WDN5065,31.0,0.0,25.0,10.0,2.8,31.0,A
338384148,2023-01-01T00:04:44,34.40592,-119.69,0.0,360.0,511.0,MILAN,IMO0000000,,37.0,,6.0,3.0,,,B
369970480,2023-01-01T00:11:23,38.98435,-76.46695,0.0,172.9,348.0,YP-706,,NFED,90.0,0.0,,,,99.0,A
367129670,2023-01-01T00:13:54,39.63932,-91.25258,2.6,145.6,511.0,COWBOY CARL,,WDC2897,31.0,0.0,42.0,8.0,,31.0,A
367728720,2023-01-01T00:15:34,29.91801,-90.06943,0.0,250.4,242.0,WICHITA,,WDI7437,31.0,12.0,25.0,10.0,,57.0,A
212659000,2023-01-01T00:06:53,31.98616,-80.53934,0.0,113.4,241.0,NORDAMELIA,IMO9724958,5BPQ4,70.0,1.0,,,,71.0,A
368262180,2023-01-01T00:06:51,30.57864,-91.31713,3.7,334.2,347.0,TOM MCCOIN,IMO0003358,WDN2446,31.0,0.0,38.0,11.0,0.0,31.0,A
367649760,2023-01-01T00:04:30,41.72451,-87.54,0.0,0.0,511.0,ARIZONA,,WDH7602,31.0,15.0,24.0,6.0,,99.0,A
367451120,2023-01-01T00:16:16,32.85568,-79.95543,0.0,210.9,511.0,PORT ARTHUR,,WDF4374,31.0,0.0,17.0,6.0,,31.0,A
367647820,2023-01-01T00:02:40,25.31083,-80.28107,0.0,314.1,511.0,CROWN JEWEL,,WDH7406,37.0,,24.0,,,,B
563146400,2023-01-01T00:12:02,15.16224,-155.6053,12.9,271.4,272.0,ANANI,IMO9711432,9V7722,70.0,0.0,200.0,32.0,12.0,70.0,A
352898818,2023-01-01T00:09:48,22.52177,-97.45695,17.5,84.2,81.0,MSC SANDY III,IMO9239733,3E2076,71.0,0.0,200.0,30.0,8.3,71.0,A
366967640,2023-01-01T00:13:21,38.54017,-90.25029,0.0,27.2,511.0,CINDY L,,WDB8999,31.0,0.0,12.0,6.0,,31.0,A
367621070,2023-01-01T00:16:04,33.61488,-117.91476,0.0,222.3,511.0,II WORSHIP,,WDH4758,37.0,,17.0,,,,B
636021582,2023-01-01T00:17:08,27.91471,-82.44274,0.0,48.8,335.0,DEE4 NERIUM,IMO9929821,5LER2,80.0,5.0,183.0,32.0,9.8,80.0,A
312407000,2023-01-01T00:04:04,27.02806,-91.08925,8.5,295.4,301.0,SUN GAS,IMO9186948,V3WL4,84.0,0.0,99.0,16.0,5.0,84.0,A
367378120,2023-01-01T00:05:59,30.43243,-91.20103,0.5,25.9,511.0,MS FRANCES,,WDE6272,31.0,15.0,16.0,7.0,,57.0,A
367717120,2023-01-01T00:03:39,27.92853,-82.42753,0.0,0.0,511.0,MASTER DAULTON,IMO8851675,WDI6286,30.0,15.0,20.0,6.0,,0.0,A
367010480,2023-01-01T00:05:09,29.83873,-90.04124,0.0,34.1,511.0,ALEXA RAY,,WDC3578,52.0,12.0,19.0,8.0,2.0,52.0,A
378113642,2023-01-01T00:17:23,26.09829,-80.16446,0.0,208.2,195.0,GERRY S FERRY,IMO0000000,ZJL2703,37.0,,33.0,8.0,,,B
367047370,2023-01-01T00:00:07,30.34752,-88.50731,0.4,37.3,511.0,SIGNET CHALLENGER,IMO8983090,WDC5854,31.0,0.0,31.0,10.0,,52.0,A
636017751,2023-01-01T00:09:05,36.7175,-75.53419,0.4,303.9,174.0,JPS BARCELONA,IMO9483217,A8UT9,70.0,1.0,188.0,32.0,8.1,70.0,A
367776280,2023-01-01T00:05:17,24.5582,-81.80977,3.6,200.8,511.0,ARGO NAVIS,,WDJ4296,60.0,,,,,,B
366984990,2023-01-01T00:08:06,39.29242,-90.60236,4.0,352.0,343.0,STARFIRE,,WDB9915,31.0,12.0,44.0,10.0,,57.0,A
368156420,2023-01-01T00:02:11,33.98345,-118.4501,0.0,360.0,511.0,VESPER,IMO0000000,WDL7026,37.0,,18.0,5.0,,,B
367362010,2023-01-01T00:14:54,33.74393,-118.1726,0.1,284.7,222.0,CORPUS CHRISTI,IMO9385740,WDE5099,31.0,1.0,45.0,14.0,7.0,80.0,A
367161870,2023-01-01T00:08:19,30.00284,-88.60306,2.6,89.1,511.0,CAPT THANH,IMO0000000,WDD5672,30.0,,26.0,7.0,,,B
367011510,2023-01-01T00:12:30,29.54469,-90.69995,0.0,206.8,511.0,PROVIDER,,WCQ4194,31.0,0.0,18.0,7.0,,52.0,A
368239580,2023-01-01T00:13:42,31.58896,-81.30189,0.0,298.6,285.0,KATHRYN,IMO0000000,WDM8032,37.0,,11.0,4.0,,,B
368239910,2023-01-01T00:02:00,29.75186,-91.72935,0.0,243.9,511.0,ZENYATTA,,WDM8068,31.0,5.0,17.0,7.0,2.4,31.0,A
367099730,2023-01-01T00:15:42,26.53883,-97.40483,0.0,360.0,511.0,JESSIE M,,WDJ2892,52.0,0.0,0.0,0.0,0.0,52.0,A
367079040,2023-01-01T00:13:46,30.25932,-88.11397,0.0,360.0,511.0,TYSON B,IMO7100859,WAP9747,60.0,5.0,23.0,10.0,,35.0,A
367678830,2023-01-01T00:00:06,31.00572,-91.71725,0.0,219.1,170.0,KIMBERLY ANN,,WDI2502,31.0,12.0,28.0,9.0,,31.0,A
316005718,2023-01-01T00:14:05,49.1834,-122.69041,0.1,178.5,511.0,SEASPAN SCOUT,,,52.0,0.0,14.0,6.0,0.3,52.0,A
339378000,2023-01-01T00:08:17,26.74891,-80.04943,0.0,358.4,181.0,M3,IMO9025285,6YRY2,37.0,5.0,44.0,8.0,2.4,37.0,A
367506190,2023-01-01T00:08:54,33.72427,-118.28152,0.0,73.4,511.0,THALASSA,,WDF9539,37.0,,15.0,,,,B
338926428,2023-01-01T00:09:03,34.69859,-76.68155,0.0,165.0,165.0,CGNATHANBRUCKENTHAL,,NNBR,55.0,5.0,46.0,7.0,3.0,55.0,A
366952870,2023-01-01T00:14:41,40.64182,-74.07079,0.0,197.0,83.0,SEN JOHN J MARCHI,IMO9364411,WDB8296,60.0,0.0,94.0,21.0,4.2,60.0,A
303476000,2023-01-01T00:16:56,29.11815,-90.20636,0.0,239.1,349.0,WARRIOR,IMO8964305,WDC7597,60.0,0.0,40.0,7.0,,60.0,A
316002873,2023-01-01T00:05:41,43.26679,-79.78775,0.0,0.0,18.0,OCEAN GOLF,IMO5146354,,31.0,0.0,31.0,8.0,3.1,52.0,A
577442000,2023-01-01T00:17:55,40.51786,-74.24712,0.0,346.8,149.0,IRON SALVOR,IMO9334648,YJWT3,52.0,5.0,31.0,10.0,3.8,52.0,A
311000358,2023-01-01T00:07:57,48.21458,-123.53684,8.5,125.9,120.0,BTG DENALI,IMO9687851,C6BT4,70.0,0.0,229.0,32.0,14.4,70.0,A
367008770,2023-01-01T00:11:03,45.55069,-122.70518,0.0,350.5,299.0,NAVAJO,IMO7409578,WCT5737,31.0,5.0,41.0,10.0,5.0,31.0,A
538004411,2023-01-01T00:08:35,29.30763,-94.82257,0.0,143.1,213.0,DESERT HOPE,IMO9543756,V7WW7,70.0,5.0,193.0,32.0,13.0,70.0,A
367500410,2023-01-01T00:04:42,28.64531,-96.94794,0.0,219.7,511.0,RICHARD J DEVALL,,WDF8965,31.0,15.0,17.0,6.0,,31.0,A
368187170,2023-01-01T00:03:33,17.93669,-66.15634,0.0,287.3,145.0,CABO PEYO,IMO7306790,WDM2338,31.0,0.0,74.0,14.0,6.0,31.0,A
368270350,2023-01-01T00:15:54,38.04525,-122.15519,0.0,200.8,511.0,MYSTIC,IMO0000000,WDN3298,37.0,,22.0,5.0,,,B
367156370,2023-01-01T00:16:21,39.37342,-74.42711,0.0,360.0,511.0,EVERGREEN STATE,,WDD5302,31.0,0.0,14.0,4.0,,0.0,A
367658610,2023-01-01T00:03:07,28.54185,-90.76327,9.1,226.5,225.0,BROOKE,IMO9704295,WDH8496,90.0,0.0,91.0,18.0,5.9,70.0,A
367712170,2023-01-01T00:12:53,34.74878,-92.2406,0.0,360.0,511.0,COLE,,WDI5792,31.0,15.0,16.0,,,31.0,A
369713000,2023-01-01T00:09:38,32.76218,-117.23659,0.0,360.0,511.0,TRIBUTE,,WDJ5323,60.0,0.0,20.0,6.0,,30.0,A
710024760,2023-01-01T00:12:24,25.79182,-80.18505,0.0,357.2,511.0,PONTA FIRME,,PS4263,37.0,,,,,,B
367479570,2023-01-01T00:12:58,26.09893,-80.12026,0.0,113.4,511.0,INDIAN RIVER,,WDF6953,31.0,0.0,19.0,7.0,,52.0,A
366805390,2023-01-01T00:03:43,30.35787,-88.50588,0.0,360.0,511.0,MALLORY GRACE,,WDF9232,60.0,5.0,29.0,6.0,,60.0,A
367474570,2023-01-01T00:07:03,38.11126,-90.24939,0.0,300.1,511.0,ROGER BINSFELD,,WDF6467,31.0,0.0,21.0,9.0,,31.0,A
367166440,2023-01-01T00:01:10,29.53574,-90.76412,2.5,74.1,55.0,CAROLE L BRENT,,WDD5964,31.0,12.0,25.0,10.0,,57.0,A
367434000,2023-01-01T00:04:13,26.57441,-80.0401,0.1,324.3,511.0,LUCKY DANCER,IMO0000000,WDK8635,36.0,,14.0,8.0,,,B
303350200,2023-01-01T00:01:13,48.34846,-124.34748,2.0,114.8,119.0,LAUREN FOSS,IMO8218938,WDG8426,31.0,3.0,45.0,12.0,5.3,31.0,A
338470118,2023-01-01T00:10:07,47.24873,-122.43324,0.0,360.0,511.0,BUMMBERSHOOT,IMO0000000,,37.0,,16.0,5.0,,,B
367505070,2023-01-01T00:01:17,29.99117,-90.41987,0.0,97.1,278.0,RENEE DAVISON,,WDF9429,31.0,12.0,26.0,9.0,,52.0,A
374678000,2023-01-01T00:15:57,32.56495,-79.60464,0.2,133.9,217.0,ORION HIGHWAY,IMO9728071,3ESA4,70.0,1.0,199.0,,,70.0,A
367171930,2023-01-01T00:08:35,30.18613,-91.01738,7.3,151.0,150.0,JANICE ROBERTS,,WDD6360,31.0,12.0,26.0,9.0,,31.0,A
368268210,2023-01-01T00:02:12,29.76289,-95.0887,5.9,19.0,0.0,WALKER BOONE,,WDN3084,52.0,5.0,22.0,10.0,0.0,52.0,A
538006979,2023-01-01T00:12:21,29.23158,-94.55764,13.3,135.4,133.0,ETHANE TOPAZ,IMO9752618,V7TO3,80.0,0.0,,,,80.0,A
367126410,2023-01-01T00:09:08,30.21905,-93.26797,0.1,158.9,511.0,AVE MARIA,,WDD5063,31.0,12.0,22.0,10.0,,57.0,A
374971000,2023-01-01T00:00:00,25.07629,-79.65738,15.8,12.9,13.0,HILMA BULKER,IMO9747041,3EEF8,70.0,0.0,,,,70.0,A
368239870,2023-01-01T00:16:35,27.37037,-82.61836,0.0,360.0,511.0,JULIANNE,IMO0000000,WDM8064,37.0,,27.0,7.0,,,B
366978690,2023-01-01T00:18:20,37.79597,-122.31954,9.4,106.5,105.0,EAGLE,IMO8661654,WBP2187,31.0,0.0,29.0,9.0,,31.0,A
367719060,2023-01-01T00:10:06,38.18308,-81.34539,0.0,360.0,511.0,AUDREY HECKMAN,,WDI6473,31.0,15.0,17.0,,,0.0,A
368045070,2023-01-01T00:01:37,39.01017,-76.46335,0.0,0.0,511.0,LAST TANGO,IMO0000000,WDK3419,37.0,,9.0,4.0,,,B
316018851,2023-01-01T00:08:31,49.01944,-123.15088,0.1,73.3,305.0,SEASPAN RAVEN,IMO9432957,CFN6643,31.0,3.0,28.0,12.0,5.1,52.0,A
367712770,2023-01-01T00:12:16,29.84347,-92.3406,3.2,273.7,511.0,BORN AGAIN,,WDI5865,31.0,12.0,18.0,7.0,,52.0,A
367756040,2023-01-01T00:11:17,30.02247,-93.98504,0.0,215.3,511.0,MACKENZIE HOPE,,WDJ2187,31.0,12.0,,,,57.0,A
367062680,2023-01-01T00:04:48,41.36507,-72.08376,0.0,7.0,5.0,SWIFT,,WDC6885,31.0,0.0,18.0,5.0,,31.0,A
367731160,2023-01-01T00:07:18,40.41728,-74.03122,0.0,0.0,511.0,FESTIVA,,WDI7686,60.0,0.0,19.0,7.0,,99.0,A
367688580,2023-01-01T00:06:46,29.78502,-95.09063,6.6,80.2,79.0,MATTHEW,IMO8635461,WDI3464,31.0,12.0,20.0,7.0,,57.0,A
367702260,2023-01-01T00:08:01,38.33135,-90.37261,5.7,0.4,13.0,MARY SCHEEL,,WDI4812,31.0,12.0,38.0,13.0,,57.0,A
367583130,2023-01-01T00:01:10,29.73401,-95.20044,0.0,250.8,511.0,ROAN,IMO102000000,WDJ7728,57.0,12.0,114.0,34.0,3.1,57.0,A
338356358,2023-01-01T00:16:24,18.07781,-65.7963,0.0,360.0,511.0,SILICON VALLEY,IMO0000000,,36.0,,15.0,9.0,,,B
368230010,2023-01-01T00:08:08,30.3381,-88.50844,0.0,150.7,511.0,CAPTAIN WALTER,IMO1321262,WDM7001,52.0,12.0,18.0,8.0,0.0,52.0,A
333333333,2023-01-01T00:04:41,25.31074,-80.27939,0.0,322.7,174.0,III AMIGOS,,,0.0,15.0,31.0,6.0,0.0,0.0,A
367468640,2023-01-01T00:09:36,29.80359,-91.81941,4.8,339.3,511.0,MISS STACIE,,WDF5915,31.0,0.0,17.0,7.0,,99.0,A
255806213,2023-01-01T00:16:07,29.82253,-93.95597,0.0,125.7,62.0,NORDSYMPHONY,IMO9403475,CQAM3,89.0,5.0,240.0,42.0,12.2,89.0,A
367626950,2023-01-01T00:10:05,24.96571,-80.56874,0.0,114.1,511.0,BREATHING ROOM,,WDJ6465,37.0,,11.0,,,,B
367605770,2023-01-01T00:17:12,29.53973,-89.90847,0.0,261.1,511.0,JC DEVILLE,,WDH3247,90.0,3.0,48.0,,,33.0,A
367798060,2023-01-01T00:17:52,37.01995,-76.34417,0.0,137.7,183.0,FREEDOM,,WDJ6469,37.0,,,,,,B
368012040,2023-01-01T00:08:04,40.76322,-74.0021,0.0,296.4,511.0,CIRCLE LINE LIBERTY,,WDJ7989,60.0,0.0,50.0,11.0,2.3,60.0,A
477836600,2023-01-01T00:07:43,29.72116,-95.23919,0.0,140.9,247.0,JOSCO SHENGZHOU,IMO9934175,VRUV9,70.0,5.0,200.0,32.0,9.2,70.0,A
338059157,2023-01-01T00:05:31,47.63794,-122.33878,0.0,0.0,511.0,ARDREEN,,,37.0,,18.0,5.0,,,B
338122969,2023-01-01T00:01:55,27.51184,-82.55815,0.0,360.0,511.0,SEASPECK,,,37.0,,12.0,,,,B
366996290,2023-01-01T00:02:16,29.73295,-95.01999,0.0,168.0,31.0,ORION,IMO8851091,WDC2676,31.0,0.0,18.0,7.0,,52.0,A
368129480,2023-01-01T00:06:27,29.73014,-84.98483,0.1,73.6,511.0,QUICK & EASY,IMO0000000,,37.0,,17.0,6.0,,,B
367402690,2023-01-01T00:17:42,37.08356,-88.59017,0.0,68.8,511.0,SUE CHAPPELL,,WDE8200,31.0,0.0,28.0,7.0,,31.0,A
338368678,2023-01-01T00:17:44,34.17404,-119.22888,0.0,278.1,511.0,GLANSEA,IMO0000000,,37.0,,0.0,0.0,,,B
338055535,2023-01-01T00:08:10,43.22965,-86.33362,0.0,301.9,93.0,LAURENTIAN,,,90.0,5.0,22.0,6.0,,90.0,A
367143450,2023-01-01T00:03:48,40.56848,-89.65803,0.0,243.3,511.0,BRAD BENNINK,,WDD4338,31.0,12.0,38.0,13.0,,57.0,A
366916940,2023-01-01T00:08:30,37.05551,-88.54961,0.0,297.4,511.0,BAXTER SOUTHERN,,WDJ5796,31.0,12.0,34.0,10.0,,31.0,A
316014160,2023-01-01T00:09:23,42.34642,-80.16058,12.7,247.4,248.0,MANITOULIN,IMO8810918,XJBX,80.0,0.0,138.0,23.0,8.4,70.0,A
368729000,2023-01-01T00:10:05,21.32984,-157.96629,0.1,126.0,220.0,USAV GEN B SOMERVELL,,AAEE,90.0,5.0,76.0,,,0.0,A
563029900,2023-01-01T00:04:46,36.8453,-75.14469,1.4,34.8,93.0,TAIPEI TRIUMPH,IMO9737498,9V3478,70.0,0.0,365.0,51.0,13.1,70.0,A
368152050,2023-01-01T00:14:34,38.77418,-76.56389,0.3,360.0,511.0,S/V GRACE,IMO0000000,WDL6573,36.0,,15.0,4.0,,,B
503486500,2023-01-01T00:16:21,26.74883,-80.05004,0.0,358.7,184.0,ILONKA,IMO8947840,VJN3559,37.0,5.0,45.0,9.0,3.1,60.0,A
338354773,2023-01-01T00:14:03,32.72616,-117.21187,0.0,360.0,511.0,NANCY JEAN II,IMO0000000,,36.0,,13.0,4.0,,,B
367005260,2023-01-01T00:13:02,27.82395,-97.48896,0.0,5.0,116.0,AMERICAN FREEDOM,IMO8983014,WDC3284,31.0,0.0,21.0,9.0,,57.0,A
563160600,2023-01-01T00:04:33,30.17593,-85.72843,0.0,91.1,92.0,FABIA SCHULTE,IMO9697155,9V8111,79.0,5.0,180.0,32.0,6.7,79.0,A
367775000,2023-01-01T00:00:05,24.35011,-82.4094,17.4,269.0,270.0,MAERSK OHIO,IMO9298698,KABP,70.0,0.0,292.0,32.0,13.5,79.0,A
368210950,2023-01-01T00:06:45,27.81988,-97.47436,0.0,306.1,286.0,CHRIS MILLER,IMO1307034,WDM4918,57.0,12.0,116.0,34.0,3.0,57.0,A
338209283,2023-01-01T00:01:52,47.79548,-122.49768,0.0,4.3,511.0,CEILIDH,,,37.0,,,,,,B
316003600,2023-01-01T00:04:44,49.29467,-123.1185,0.0,311.0,160.0,SEASPAN ROYAL,IMO8020018,VY7102,31.0,0.0,43.0,11.0,5.9,52.0,A
338117356,2023-01-01T00:04:31,48.49324,-122.68077,0.0,285.1,511.0,SEAGATE,,,37.0,,,,,,B
367474710,2023-01-01T00:10:20,29.86645,-89.93335,0.8,187.0,511.0,HIAWATHA,,WDF6481,31.0,0.0,16.0,6.0,,57.0,A
368083470,2023-01-01T00:16:27,38.79684,-84.17097,0.8,281.8,280.0,RALPH C,,WDK7339,57.0,12.0,307.0,18.0,3.3,57.0,A
368194650,2023-01-01T00:05:02,48.75698,-122.50613,0.0,360.0,511.0,CASCADIA,IMO0000000,WDM3151,36.0,,12.0,4.0,,,B
367335590,2023-01-01T00:06:10,41.51455,-90.50061,0.0,139.4,511.0,CELEBRATION BELLE,,WCY3314,60.0,,40.0,,,,B
351737000,2023-01-01T00:07:12,29.8251,-90.00198,0.0,28.8,47.0,CS SETUBAL,IMO9157131,3EVT6,70.0,1.0,149.0,24.0,9.0,70.0,A
338375118,2023-01-01T00:16:17,21.32936,-158.11902,0.0,131.7,54.0,YO-LYLA,IMO0000000,,37.0,,14.0,4.0,,,B
338394625,2023-01-01T00:04:44,33.97197,-118.45267,0.0,267.0,511.0,KNOT ABOUT YOU,IMO0000000,,37.0,,10.0,4.0,,,B
368068030,2023-01-01T00:01:07,29.41132,-94.82517,8.7,151.8,151.0,DJP II,,WDK5758,31.0,12.0,27.0,9.0,2.8,31.0,A
368237740,2023-01-01T00:04:19,37.86424,-122.488,0.0,61.9,103.0,SAILCATION,IMO0000000,,36.0,,13.0,4.0,,,B
367589320,2023-01-01T00:13:20,29.31179,-94.8045,0.0,333.2,1.0,BRAZOS,IMO9695303,WDG9589,90.0,5.0,44.0,30.0,,20.0,A
366996380,2023-01-01T00:10:07,39.69314,-80.86276,0.0,360.0,311.0,DIXIE VOLUNTEER,,WDC2684,31.0,0.0,21.0,7.0,,99.0,A
368258320,2023-01-01T00:04:05,47.62904,-122.39061,0.0,360.0,511.0,KINGFISHER,IMO0000000,WDN2046,37.0,,12.0,4.0,,,B
367527750,2023-01-01T00:06:54,30.38975,-88.85728,0.1,4.1,163.0,TOMMY MUNRO,IMO8201088,WDG3603,90.0,5.0,29.0,7.0,2.5,59.0,A
367524420,2023-01-01T00:09:12,29.55576,-90.751,0.0,239.0,29.0,BOO SONIER,,WDG3281,31.0,0.0,21.0,,,52.0,A
368263070,2023-01-01T00:01:45,26.05925,-80.13617,0.0,360.0,511.0,CERCA TROVA,IMO0000000,WDN2538,37.0,,26.0,7.0,,,B
636015659,2023-01-01T00:08:14,34.93266,-121.33902,8.4,143.9,150.0,KOTA EKSPRES,IMO9644990,D5CB9,70.0,0.0,228.0,37.0,12.5,70.0,A
367468270,2023-01-01T00:10:43,30.19212,-88.96115,0.3,192.4,185.0,HARVEY BRONCO,IMO9603295,WDH2180,90.0,0.0,61.0,14.0,4.3,70.0,A
367625190,2023-01-01T00:03:48,29.51827,-93.28468,0.0,238.4,511.0,GAR,IMO7832000,WDH5167,90.0,0.0,21.0,14.0,,90.0,A
367472940,2023-01-01T00:12:39,38.40638,-82.5795,0.0,24.0,511.0,MARATHON,,WDF6313,31.0,12.0,41.0,13.0,,52.0,A
316002238,2023-01-01T00:01:52,46.50414,-84.32684,0.0,360.0,511.0,ANGLIAN LADY,IMO5141483,VOLP,31.0,8.0,40.0,9.0,4.3,0.0,A
316036191,2023-01-01T00:08:43,49.20298,-123.04602,0.0,229.6,511.0,PULLAWAY,IMO0000000,,31.0,,9.0,3.0,,,B
366806920,2023-01-01T00:12:03,30.4909,-91.1933,0.0,86.1,511.0,CLAUDIA HAROLD,IMO8635538,WDA4206,31.0,12.0,27.0,9.0,,57.0,A
366945650,2023-01-01T00:15:22,32.7723,-91.15509,8.0,181.0,189.0,SALLY ARCHER,,WDB7650,31.0,12.0,56.0,15.0,,57.0,A
367689010,2023-01-01T00:07:52,29.93658,-90.3359,0.1,243.7,511.0,PAPA WISE,,WDI3503,31.0,0.0,23.0,,,52.0,A
316048347,2023-01-01T00:17:56,48.66908,-123.41347,0.0,76.7,511.0,SEA GLASS,IMO0000000,,37.0,,13.0,4.0,,,B
